axis,direction,error_at_stop_counts,error_at_stop_degrees,final_error_counts,final_error_degrees,final_raw,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
alt,+,162,0.055053769937167714,60,0.02039028516191397,14654,0,8.065775800001575,14552,1,000001,1058960,102890,5,completed,undershoot,1,14552,target-or-stop-margin,14713,14714,9.142832399986219
