commanded_progress_counts,counts_per_s,degrees_per_s,direction,end_raw,first_half_cps,half_rate_ratio,invalid_samples_total,kick_payload_hex,kick_seconds,material_reverse_samples_total,measure_start_raw,measurement_delta_counts,measurement_elapsed_s,min_progress_counts,mode,observation_seconds,payload_hex,payload_index,preflight_alt_raw,preflight_az_raw,reliability_progress_counts,reliability_reason,run_label,run_status,sample_seconds,second_half_cps,settle_seconds,stability_reason,stable_motion,start_raw,start_rx_bytes_hex,target_cps,target_cps_error,trial_index,trial_reliable,trials_requested,warmup_seconds
216,-5.503172711550382,-0.0018701876813962603,-,1058829,3.4052084877163664,0.42097794997939975,0,0072F1,0.5,0,1058856,-27,4.9062607000014395,20,sustain,15.0,00002F,1,1,1,27,motion-not-stable,az-postservice-sustain-minus-2f-screen-r1,completed,0.18,8.08880485992912,1.0,half-rate-ratio-below-0.5,False,1059045,1028E5,12.3,-6.796827288449618,1,False,1,10.0
