command_hex,elapsed_s,event,note
06000000,1.3499986380338669e-05,TX_STOP_1,
06000000,0.05022159998770803,TX_STOP_2,
0600E5E3,0.32248319999780506,TX_FAST,
060072F1,2.433388000004925,TX_MEDIUM,
06000000,10.525033599988092,TX_STOP_1,
06000000,10.575487099995371,TX_STOP_2,
