axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,no_progress_detected,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,recovery_attempted,recovery_count,recovery_failure_reason,recovery_payload,recovery_progress_counts,recovery_start_position,recovery_start_unwrapped,recovery_success,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_margin_counts,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
az,-,-145,-0.049276522474625425,114,0.03874154180763654,-114,-0.03874154180763654,1056361,-31,-0.010534980666988884,1056361,-2967,0,17.741922200017143,False,-2936,1059285,1029D5,12043,002F0B,False,0,,,,,,,-5,completed,-31,-0.010534980666988884,undershoot,11632,200,1056392,target-or-stop-margin,-14713,1056247,18.81783280003583
