abort_reason,direction,duration_requested_s,payload_hex,preflight_alt,preflight_az,run_label,run_status,start_raw,steady_state
implausible ALT position jump: 1037834,+,15.0,003978,42163,89,alt-gen2-003978-long-15s-r2,aborted,42163,not_reached
