axis,direction,error_at_stop_counts,error_at_stop_degrees,final_abs_error_counts,final_abs_error_degrees,final_error_counts,final_error_degrees,final_raw,first_post_stop_coast_counts,first_post_stop_coast_degrees,first_post_stop_raw,first_post_stop_unwrapped,invalid_replies_total,motion_time_to_stop_s,position_at_stop_unwrapped,preflight_alt_raw,preflight_alt_rx_bytes_hex,preflight_az_raw,preflight_az_rx_bytes_hex,requested_degrees,run_status,settled_coast_counts,settled_coast_degrees,settled_outcome,start_raw,stop_raw,stop_reason,target_delta_counts,target_raw_modulo,total_elapsed_including_settle_s
alt,-,-337,-0.11452543499275013,331,0.11248640647655872,-331,-0.11248640647655872,1058854,-6,-0.002039028516191397,1058854,-474,0,5.427228200016543,-468,14850,003A02,1058958,10288E,-5,completed,-6,-0.002039028516191397,undershoot,13908,1058860,target-or-stop-margin,-14713,1058523,6.503509700007271
